G,age,job,X1,X2,D
F,42.63367217716691,F,1.692,-0.284,N
F,45.92613856445281,F,0.478,-0.417,Y
M,26.216866564438273,F,0.847,-0.515,Y
M,34.740574174032226,F,0.688,0.122,Y
M,25.854474693044924,E,2.209,-0.991,Y
F,44.734537589465,F,-0.007,0.291,Y
M,30.17652091979651,F,0.557,-0.031,Y
F,45.7791598425005,F,0.306,0.069,Y
M,29.808345222655596,F,1.608,0.312,Y
M,29.98172409253471,E,1.276,-0.945,Y
M,29.778633082629955,E,1.468,-1.432,Y
M,34.12893382012536,F,0.758,-2.307,N
F,44.603454316515865,E,-0.133,0.193,Y
M,33.047022774454135,E,1.077,0.064,N
M,27.68437529267452,E,1.381,1.617,N
F,44.99235111038293,F,1.344,-1.4,Y
F,44.58836509604019,E,0.389,0.993,Y
M,33.16376715512432,F,-0.061,0.499,Y
M,28.145001956319714,F,-0.185,-2.169,Y
M,27.812581275715658,F,1.774,0.327,Y
M,29.50643039249261,F,0.703,-0.529,N
M,29.932949003176894,E,2.573,0.303,N
F,38.351783741315735,F,1.442,0.711,N
M,27.28524537950106,E,0.484,-0.563,N
M,33.51067221842928,E,0.18,0.353,N
F,44.19496704083385,E,0.045,-1.217,Y
M,29.235912345655436,E,1.116,1.022,Y
F,46.803274336178596,F,-0.412,0.065,N
F,46.709322678468865,F,-1.08,1.494,N
F,50.50007184310957,F,0.03,-0.978,Y
M,31.9961681755133,F,0.86,0.96,Y
F,43.60769784972613,E,0.242,-0.267,Y
F,45.174040984347684,F,-0.422,0.468,Y
F,47.44793282580602,F,2.881,-0.642,Y
F,48.0410640608251,E,-0.292,-0.79,N
F,42.14565273867165,F,-0.112,-0.271,Y
M,32.118040618078275,E,2.024,0.88,Y
M,35.58816072549135,E,1.925,-0.244,N
F,44.45159508094767,E,3.141,0.109,Y
F,45.03576618999853,F,1.999,-0.3,N
M,27.073430570940296,E,1.966,-0.528,Y
M,26.642059521288207,F,0.711,0.414,Y
F,45.036475216039555,F,-1.943,-0.296,Y
M,32.49216688744149,F,1.098,1.455,N
F,44.05529208556952,F,-0.276,0.413,Y
M,33.49637601509473,F,0.766,-0.897,N
F,47.870723915426076,E,0.377,1.067,N
F,43.84214147333104,E,-0.146,0.135,Y
M,32.30875937964439,F,0.948,-1.0,N
M,29.59098825798545,F,0.814,-1.537,N
M,30.293933506263357,E,0.275,-3.432,N
M,33.39583884359463,E,0.929,-2.108,Y
F,52.711795922455856,E,1.415,1.678,N
M,25.584779338046022,E,1.246,0.043,N
M,28.955400964521232,E,0.78,-0.232,Y
M,33.669064502718875,F,0.506,0.413,Y
F,44.227641835682604,E,0.17,1.426,Y
F,43.642236991101754,F,0.589,-0.548,N
F,50.273696235640614,E,0.305,1.183,N
M,29.807618182287968,E,0.363,0.013,Y
M,32.48965509854237,E,0.241,0.337,Y
M,29.021793991986023,E,1.691,-1.414,Y
M,25.07115504526334,E,0.419,0.102,N
M,28.383755621963243,F,0.006,-1.784,N
M,32.16225806158596,E,0.393,0.296,N
M,30.6102635241822,F,0.333,0.673,N
F,42.4769416703992,E,0.086,-0.427,N
F,51.526535061111105,F,0.43,0.107,N
F,45.37281794063602,F,1.005,0.274,N
M,26.852395259143268,F,0.861,-1.553,N
M,34.10941906874527,E,0.359,-0.885,N
M,32.89855278567621,F,0.087,0.438,N
F,43.229332292912744,F,-0.838,0.816,Y
F,47.06868118095595,E,-1.283,-0.065,Y
M,32.49992953990231,E,0.687,-1.321,Y
F,46.46205161077893,E,0.882,0.664,N
M,30.41063563553707,E,2.24,2.638,N
M,24.408846500885094,E,0.332,-0.619,N
F,43.97738073194058,F,0.412,-1.014,Y
M,29.832669555513863,E,0.209,1.858,Y
F,43.15524473696001,F,0.176,0.653,N
M,28.873451389254736,F,0.574,-0.426,Y
M,32.21836032229557,F,0.828,-0.177,N
F,43.422963024865886,E,1.461,1.44,Y
F,39.63623318586141,E,0.603,-0.19,Y
F,43.02095657408326,E,0.406,-1.121,Y
M,28.30633559901835,E,1.969,-0.549,Y
M,29.488054622889056,E,0.381,0.17,Y
M,26.120643319091194,E,0.831,0.069,Y
M,29.017676033888478,F,1.273,0.031,Y
M,27.227123921138993,E,1.835,0.309,Y
F,47.46514462834308,F,1.03,0.379,Y
F,44.38797647437564,E,0.433,0.381,N
F,46.73156377686384,E,0.68,0.091,Y
M,30.875356167902567,E,1.134,-1.457,N
F,40.93783089354022,E,0.517,0.945,Y
F,44.86604740180807,F,1.349,-0.744,N
F,50.28063796230879,F,-0.984,-0.755,N
M,24.90604370495236,E,0.295,0.925,Y
M,32.997354616623504,F,1.305,-0.295,N
F,45.311947190882314,F,1.49,0.981,N
F,40.22286042787189,E,0.268,0.677,Y
F,46.813301208879984,F,-0.861,-0.496,Y
M,33.17320142582972,E,2.088,0.848,Y
M,29.807130056362098,F,0.832,0.717,N
M,30.97134144330822,E,1.084,0.784,Y
M,35.76291112652697,E,-0.389,0.432,Y
F,43.08550098037906,F,0.129,1.01,N
M,35.78069207693382,F,1.506,2.103,N
M,35.191790491125374,E,1.026,0.158,N
M,25.80905466770224,E,1.674,0.017,Y
M,30.390670910962424,E,0.333,0.708,N
F,45.21165860700975,E,-0.947,0.606,N
M,34.09012289287608,E,1.292,-0.605,N
M,33.696952298938925,E,2.118,-0.186,Y
M,34.775543396387135,E,0.558,-0.965,Y
M,24.87924998449596,F,1.059,0.36,Y
M,34.354948747968216,F,0.073,1.533,Y
F,46.795909666062244,F,0.844,0.065,Y
F,39.18560568288311,E,-0.944,1.065,Y
M,34.152331740450414,E,1.174,2.546,Y
F,41.49906714449361,F,0.15,-0.673,Y
M,32.44431054026396,E,0.352,0.215,N
F,43.14664634807413,F,0.856,0.997,Y
F,44.349077934372346,F,-1.765,-0.418,N
M,31.402799008153917,F,1.759,0.391,Y
F,44.33687545966242,F,-1.111,0.28,Y
M,25.407826578490702,E,2.612,-0.189,Y
F,45.96703352079874,F,0.989,1.617,N
M,26.35541181541711,F,1.565,0.383,Y
M,31.721403426261286,E,0.464,-1.991,Y
M,26.039975131334856,E,1.37,0.494,Y
F,45.44061134832124,F,-0.589,-0.112,N
F,46.151726504309565,F,-0.496,0.082,Y
F,51.367933378313815,F,0.599,0.24,N
F,38.87277899779329,F,-0.985,0.744,N
M,30.999786338748137,F,1.404,0.223,Y
F,41.014466928062404,E,-1.146,-0.704,N
M,31.51350691493312,E,1.003,2.841,Y
M,29.64504140117395,E,1.278,0.317,Y
M,32.43236358957513,F,1.44,-0.078,N
M,34.47837235851851,F,1.466,1.012,N
M,28.93284513761227,E,1.594,-1.397,N
M,29.957719903350046,E,1.126,0.27,N
M,32.85914894734578,E,0.707,1.105,Y
F,43.326708785733736,E,-0.114,-0.855,Y
F,46.27491745951648,F,1.42,0.199,Y
F,47.65270488846622,E,0.454,-0.797,Y
F,41.59679520564092,E,1.049,-1.746,Y
M,25.177613391060664,E,1.111,-1.459,N
M,30.55565302080994,E,2.196,-0.969,Y
F,47.77245186366022,E,0.212,0.435,Y
F,40.240876899433104,F,0.606,0.712,N
M,31.552974982261848,E,0.405,2.556,Y
M,28.844526806838548,F,1.582,0.216,N
F,44.45734194928814,E,0.998,0.495,Y
M,33.26239238513413,E,1.723,0.855,Y
M,30.444314347540917,F,1.468,0.534,N
F,42.29598455677561,F,-1.016,1.877,N
F,44.96124636529327,F,-0.672,1.884,Y
F,44.26122163474492,F,-1.024,-0.606,Y
F,44.11092665190742,F,0.739,-0.292,N
F,48.729385590553726,F,0.606,0.376,N
F,42.92969514105172,F,0.433,-0.863,N
M,27.49195842958783,F,1.34,0.631,N
F,45.79200365627151,E,0.155,0.197,Y
F,47.02041899756462,F,-0.176,0.895,Y
F,44.57676884757068,E,-0.415,2.143,N
F,41.105491793863884,E,-0.56,-0.501,Y
F,45.34388640305492,E,-0.629,-0.087,Y
F,52.6661670056887,F,1.08,0.299,N
M,31.790839879284285,E,1.37,0.127,N
M,24.743599005461537,E,1.85,-0.563,Y
M,26.990632690732028,F,2.952,0.888,N
M,30.29567515044905,E,1.668,-2.213,Y
F,46.71340755288908,E,0.49,0.428,Y
F,42.80008705284215,F,0.301,-0.25,N
F,51.84371570730281,E,-0.357,-0.06,N
F,46.70083904968748,E,1.489,-0.099,Y
F,46.051912266698736,F,1.077,-1.354,N
M,33.97481493200275,F,1.669,-1.07,N
F,45.77671525892163,F,1.384,0.96,Y
M,23.78466658088481,E,0.124,0.351,N
M,28.75335831840347,F,0.35,-0.097,Y
M,27.9783980189187,F,1.466,0.629,N
F,43.93334338839164,E,1.181,-1.351,Y
F,45.36059018602903,E,0.15,0.111,Y
F,47.18989958540336,E,1.152,0.276,Y
M,27.553145455330956,F,1.498,0.811,N
F,42.58014367665421,E,-0.73,-0.175,Y
F,44.75448157942885,E,-0.724,0.618,N
M,31.82042936803216,E,1.48,0.054,Y
M,31.742522481365953,E,1.391,0.408,N
M,31.89829436434181,F,0.159,0.794,N
M,33.508731308620035,E,1.132,1.374,Y
M,28.85846439089589,F,0.494,0.113,Y
F,48.542157743977796,E,-1.688,0.709,N
M,31.057921797177297,F,1.181,0.254,N
M,30.499311904168827,E,1.666,-0.741,N
F,50.69666759954464,F,-1.126,1.162,Y
M,28.992040270669943,E,1.263,-0.426,Y
M,27.57685530325188,E,0.516,0.505,N
M,34.633213918002895,E,1.601,-0.408,Y
M,29.858142646354672,E,1.389,-0.897,N
F,48.49526113120669,F,1.237,1.577,Y
M,31.26009659753873,F,1.372,0.097,N
M,24.458364783365464,E,0.762,2.541,Y
F,45.88867263427648,F,1.74,1.156,Y
M,31.975187756686097,E,1.439,-0.389,N
M,29.770588542858743,E,1.106,-1.956,Y
M,31.971209091427095,F,0.99,-0.372,Y
F,48.769989593149724,E,-1.099,-0.449,N
F,49.653393470035844,F,1.091,1.441,Y
M,32.50443234139647,F,1.222,2.297,Y
M,27.328643490829528,F,0.835,-0.107,N
F,45.392579184649705,F,-0.993,-0.171,Y
M,27.742438244106662,E,1.198,0.239,Y
F,43.54401529311664,E,-0.873,-1.29,N
M,28.495762527659334,F,0.784,-0.284,Y
F,44.831137666950625,E,-1.411,1.437,Y
F,45.701644816973314,E,0.051,0.502,N
M,36.589849274199665,E,1.001,-1.312,N
F,45.782711203786164,F,0.438,1.336,N
M,35.63753799178866,E,1.734,-0.935,Y
M,29.95734391669567,E,0.373,-0.18,Y
F,47.42853911795156,E,0.171,0.28,Y
F,43.87583652734775,F,-0.215,0.328,Y
F,45.114512490616136,F,-0.575,-1.568,Y
M,27.733774541950513,F,0.708,-0.158,Y
M,32.190644126707,F,1.228,-0.431,Y
M,27.536161991907356,E,0.119,0.526,Y
M,29.059471389560496,E,0.919,0.536,N
M,30.696763878188673,F,1.73,0.963,Y
F,46.37554072099223,E,-1.783,0.039,Y
F,46.65989071912639,E,-0.228,-0.225,N
F,43.5017430059537,F,0.246,0.039,N
M,25.701452336563708,E,0.912,-0.615,Y
F,37.85332941146008,E,1.172,-0.44,N
M,27.17456469663611,E,0.344,-1.778,Y
M,27.92328386744984,F,0.38,-1.099,Y
F,42.80857206986293,E,-0.953,-1.112,N
F,42.338457240951186,F,0.305,-1.459,N
F,46.45660949830332,F,0.916,-0.56,Y
F,44.130683042978376,F,1.19,-0.896,Y
F,44.56628385932763,E,-0.314,0.502,Y
F,42.51355049489576,F,-0.572,-0.328,Y
M,35.16013944520152,F,1.19,0.139,Y
F,44.127129964975545,F,0.67,0.331,Y
F,37.56500196925109,E,-1.418,0.903,Y
M,27.542171676593686,F,0.872,-1.15,Y
M,25.79929872251916,E,1.631,-1.914,Y
M,25.56902539905598,E,1.23,-0.454,N
M,31.463163346451797,F,1.149,1.177,N
M,37.531553715207885,E,1.814,0.354,Y
M,26.17685114137675,E,0.807,1.151,Y
F,43.675424835709165,F,0.916,-1.074,Y
F,42.51659562142351,F,-0.353,-0.292,N
F,38.15508739236227,F,0.725,-1.403,Y
M,33.61948352770973,E,1.263,1.506,N
M,26.99424940372873,E,0.533,0.365,Y
F,47.41636977217193,E,-0.703,-0.82,Y
M,34.17259302388099,E,0.815,-0.7,Y
M,29.61949996939999,E,-0.065,0.38,Y
F,41.66598047536884,E,-0.298,0.471,N
M,21.27550512408001,F,1.549,0.501,Y
M,32.08632981882535,F,1.382,0.204,N
M,36.77804336521488,F,0.367,0.972,Y
M,28.574201928828696,F,0.768,0.543,N
M,31.470798946722912,E,0.799,1.357,N
M,28.773845759975746,F,1.226,-1.01,Y
M,28.081333667549874,F,1.555,1.621,N
F,49.85902584577169,F,1.083,-0.528,Y
M,30.5412456311602,F,0.163,0.837,Y
F,45.04289066310846,F,0.908,1.899,Y
M,30.406421705136328,F,1.512,0.056,Y
F,45.39144286389322,F,-0.134,-0.741,N
M,24.900237263191144,E,1.298,-1.012,N
M,29.462709221975235,F,1.242,-0.187,Y
F,50.43529480776769,F,1.302,0.822,Y
F,47.51488373721763,E,-0.112,0.263,Y
M,28.222211171307634,E,1.846,-0.052,Y
M,30.613324615737355,E,0.556,1.097,N
M,33.9854425761103,F,1.394,0.463,Y
M,31.05184674776838,E,-0.467,-2.276,N
F,52.89302784473417,F,0.487,-0.901,Y
F,46.05895982328589,E,0.011,0.45,N
M,30.77186495748971,F,-0.353,1.268,N
F,41.58007721573708,F,-1.653,1.403,N
F,39.71516809353797,F,-0.986,0.041,N
F,48.255411495179786,F,-0.419,0.461,N
F,43.74915379758551,F,-0.297,0.883,Y
M,27.581547056464103,E,0.666,-1.819,Y
M,31.783529373765305,F,0.793,-0.718,Y
F,43.05858506561576,F,-0.637,-0.121,Y
M,32.23141889619409,F,2.035,1.477,Y
M,30.762337632162392,E,1.0,-0.076,N
M,28.022739888338027,F,1.474,0.769,Y
M,30.81458998372361,E,1.216,0.481,Y
F,40.33089735292209,F,0.22,0.695,Y
F,46.39023376685408,E,0.548,-1.59,Y
M,28.376453564195323,F,1.211,-0.769,Y
F,44.883291331937244,E,-0.306,-1.483,N
F,48.90245475791384,F,1.587,-2.581,Y
M,30.09832764602626,F,0.864,-0.957,N
M,27.929906516357974,F,0.467,-1.482,Y
M,33.1193627599469,E,2.742,-0.647,Y
M,29.85593485101226,E,2.005,-0.492,Y
F,48.80511213368683,E,-1.33,0.667,N
M,27.64137622040494,F,-0.183,-0.043,Y
M,29.05812947503422,E,0.852,-0.499,Y
F,41.89389924557415,F,0.129,1.099,Y
F,40.82002158784912,E,0.217,0.753,Y
F,45.516579620267386,F,-1.251,-1.603,Y
F,43.02368006911191,F,-1.252,0.558,Y
F,42.654499403465245,F,0.014,1.308,N
M,30.430774253198184,E,0.629,-1.627,Y
M,26.649726745140814,F,-0.057,-0.988,Y
F,44.743937921083706,F,1.79,-0.38,Y
F,43.34123300253223,F,0.798,-1.397,Y
F,50.81310702569989,E,-0.247,-0.362,N
F,42.35610969410985,F,0.114,-1.905,Y
F,40.701965380175615,F,-0.836,-1.295,Y
M,28.24970090474574,E,0.237,-0.256,Y
M,30.489319998167307,E,-0.032,-0.467,Y
M,27.22395890080121,E,1.448,-1.296,N
M,28.246443867984535,F,0.862,-0.553,N
M,25.96528419754279,F,1.149,0.051,Y
M,27.32067930433277,E,0.544,-0.529,N
M,31.073562087233682,F,1.977,-0.706,N
M,32.8042570381876,E,1.277,1.211,N
M,31.255426795550395,E,2.725,0.394,Y
M,33.04514576526795,E,1.61,0.239,Y
F,44.747881404238065,E,0.499,-1.237,N
M,32.03917196835154,E,1.324,0.27,N
F,46.27968475359143,E,0.6,-0.398,Y
M,29.932697267152445,E,1.992,-1.157,N
M,22.289947874517573,E,0.353,3.088,Y
F,44.47597724651513,F,0.394,0.801,N
F,47.91674288654018,F,-0.22,1.846,Y
F,42.452819666919815,F,-0.975,-0.069,Y
M,35.74794146885789,E,0.428,0.919,N
F,47.61387378734994,E,-0.16,2.262,N
M,34.80197457521737,E,1.23,0.65,Y
M,35.57652888003024,E,0.327,-0.752,N
F,38.35706785075242,E,-1.263,-1.02,Y
M,33.02728762956922,F,-0.408,-0.354,Y
F,45.78385042145598,F,-0.159,0.383,N
F,48.739620490851024,F,-0.269,3.36,N
M,33.09434984841244,F,0.267,1.007,Y
M,28.18749493467865,E,0.581,-1.194,Y
F,41.886908196499654,F,2.128,0.268,Y
M,26.85610670444009,E,1.477,0.309,Y
F,45.535399215646784,E,-0.34,1.209,Y
M,27.053660756384126,E,0.394,-1.287,Y
M,26.98203869548791,E,1.091,0.717,Y
M,28.06276807389251,F,0.86,0.236,N
F,46.0324067598328,F,1.309,-0.577,Y
F,42.46521469212142,E,-0.049,0.754,N
F,48.3157947208298,E,-0.801,1.216,N
M,27.528431699605527,F,-0.356,0.297,Y
M,34.32436239407925,F,-0.141,-1.259,N
M,26.76996738918502,E,1.475,-1.131,Y
F,44.36465386520849,E,0.276,0.609,N
F,45.324298233357446,E,-1.095,0.429,Y
F,41.95279957124859,F,0.714,0.879,N
F,42.67688763955063,E,-0.459,1.03,Y
F,45.78071417616888,F,-0.504,-0.015,N
M,28.525867589221495,E,-0.879,0.567,N
M,28.206150122923408,F,1.349,1.994,Y
M,28.682050923761178,E,0.921,-0.29,Y
M,30.578071379082157,F,0.193,2.288,N
M,27.34552923948901,E,1.217,-0.668,Y
M,35.26019953462705,E,0.975,-0.901,Y
M,24.043389599066057,E,0.853,1.12,Y
M,30.123551792039457,E,0.151,-0.391,Y
F,44.52950100863707,F,1.344,-0.712,Y
M,28.873673953634384,E,0.796,-0.167,N
F,40.56847265089597,E,0.779,-1.877,N
F,46.96026657996251,F,-0.036,1.484,N
F,39.71405103482025,E,-0.491,1.557,N
F,46.650747263222414,F,-0.651,-0.546,N
M,29.675106673507837,E,1.317,-0.399,Y
F,43.29555055802028,F,-0.243,-1.858,Y
M,25.957389049330665,E,1.234,-0.059,Y
M,27.718984853063052,F,0.912,1.191,N
F,37.564501254242906,E,0.946,-0.753,N
F,46.951671764557865,E,0.339,1.365,Y
M,30.436692874690774,F,0.939,1.491,N
F,46.62079848679392,F,0.084,-0.871,Y
M,26.201725452531992,F,1.226,-1.203,Y
M,28.113970201226895,E,0.631,0.195,Y
M,31.881983010970806,E,1.047,1.439,Y
F,45.73967877583944,E,0.96,-0.799,Y
M,33.48050213687646,E,0.085,-0.122,Y
F,46.34313258244452,F,-1.612,1.316,N
F,46.06645583599632,F,-0.461,0.447,Y
F,45.439355696667796,E,-0.069,-2.804,Y
F,49.445984395975955,E,-0.621,-1.633,N
M,28.487313667091588,F,0.64,0.493,N
M,27.960588197414975,E,0.06,1.189,N
F,45.041584058155514,E,-0.652,0.955,Y
M,29.881490492225296,E,1.274,-0.806,N
F,44.2296244431981,F,0.255,-1.227,Y
M,32.78092094082948,F,1.428,1.582,N
M,31.22463463852442,E,0.211,1.072,N
M,28.40540576317616,E,2.242,0.085,Y
F,51.82325102842198,F,1.377,1.032,N
M,28.1997606476664,E,0.642,0.343,Y
F,46.86253848185135,E,-0.254,0.455,Y
M,27.306024151087627,E,1.083,0.292,Y
F,43.29040626625438,F,1.409,-1.206,N
F,43.88922326157302,F,-0.206,-1.14,N
M,35.879324939890225,E,0.729,0.133,N
F,45.33876799883187,F,0.074,-1.153,N
F,45.594892405516184,F,-1.07,1.444,N
M,25.450186529604917,E,1.189,1.303,N
M,30.72051834325136,E,1.011,0.477,Y
F,41.74231060323699,F,-1.08,-2.225,Y
F,42.86167979986661,F,0.302,-0.425,N
M,31.40403729442201,E,0.207,-0.39,Y
M,28.510064043660748,E,0.957,0.338,Y
M,34.78591709115707,F,1.304,0.837,N
F,49.08588753299037,F,0.803,-1.518,N
F,45.58518155070206,E,0.381,-0.394,N
F,45.22905946854269,E,-0.518,0.342,Y
M,29.427740236180338,F,0.594,-0.99,Y
M,31.023990106191697,E,0.142,1.734,N
M,31.48641084213949,E,1.733,-0.636,Y
F,44.19574990373191,F,-1.077,-1.457,Y
F,41.3184088533153,F,-1.058,1.107,Y
F,45.8118497718641,E,-0.719,-0.38,N
F,45.55931673614267,F,0.791,1.218,N
M,27.868238494935174,F,1.253,0.132,N
M,29.827963933974264,F,1.335,0.323,N
M,27.417180290440285,E,1.973,-0.319,N
M,31.905787832345837,E,0.759,1.121,N
F,45.49700683035117,F,-0.722,-0.978,Y
M,30.584502479214162,F,2.001,2.547,N
F,47.29146173216035,E,-1.066,-0.027,N
F,51.93055566941197,F,-0.576,1.342,N
M,30.125002439758738,F,0.961,1.366,N
F,46.861095320491074,F,-0.568,0.193,Y
M,33.43498147261872,F,1.742,0.463,Y
F,44.704816703464545,E,-0.546,-1.618,Y
M,32.83789925877429,E,1.0,0.536,N
M,33.96740907710074,F,0.92,-0.518,Y
M,30.03926630776571,E,0.865,0.829,Y
M,38.98645738931132,E,1.786,-2.283,Y
F,39.47471030637607,F,0.036,-0.721,N
F,42.55647414371075,F,-0.52,0.507,N
M,26.316340708264327,F,0.343,0.019,N
F,48.63309869405122,F,0.467,0.031,N
F,45.88039874262087,E,0.208,-0.597,N
F,42.63199817116462,F,-0.527,-0.351,Y
M,32.52590601710254,F,-0.001,-0.278,Y
F,44.07787938241112,E,0.921,3.237,Y
F,53.31696993962101,F,-1.245,0.011,N
F,43.405912581725374,F,0.318,-1.076,Y
M,33.44399645740236,E,1.964,0.985,N
F,41.815485095402984,E,-0.669,-0.04,Y
F,46.70446324515161,F,-0.527,-0.254,Y
F,43.57728461930909,E,0.117,0.245,Y
M,25.88704691000933,F,0.9,-0.111,Y
F,38.51725528617893,E,1.09,1.38,N
M,29.098001298628517,E,-0.096,-0.23,Y
M,33.10494757683504,F,1.598,1.001,Y
M,30.123979868482436,E,1.899,0.527,N
F,40.52171285400001,E,0.862,0.891,Y
F,49.46077699536943,F,-0.68,2.087,Y
M,31.34319283720863,F,0.333,0.653,N
F,47.47362056294525,E,-0.804,-0.376,Y
F,46.41389605139606,E,1.276,0.678,N
F,53.02242709417593,F,-1.439,0.366,N
F,45.570866989286856,F,0.646,0.931,N
F,42.468231837875535,F,0.176,0.242,Y
F,48.41468946203211,F,0.602,-0.365,Y
F,38.097167320095515,F,-0.629,1.858,Y
F,45.91171675274867,E,0.205,0.133,N
F,43.80233019385481,E,-0.905,1.414,Y
F,49.057142821420825,F,-2.287,-0.737,Y
F,45.14657875151957,F,-0.508,-0.621,Y
F,42.61171306659944,F,-0.37,-1.104,N
M,30.440068798096068,F,0.748,-1.786,N
M,25.86319969833537,E,2.194,-0.324,Y
F,50.842036083969376,F,1.025,0.28,N
M,29.2729925460773,E,1.91,-1.713,Y
M,32.17863912203291,E,-0.025,0.375,Y
F,43.01024160857392,F,0.427,-0.364,Y
M,31.390194535482415,E,1.544,-0.233,N
M,29.735485314940355,E,1.853,0.49,Y
M,36.092300684347165,F,2.592,-0.162,N
F,40.345944602659024,E,-1.385,-1.451,N
F,43.69302651107687,F,-0.044,0.406,Y
F,43.390505548028784,F,0.508,-0.104,N
F,41.10707801453533,F,-0.141,0.797,N
M,29.593439887249872,F,-0.361,-0.331,Y
F,47.69943714252984,E,-0.07,2.054,N
M,27.69864710789723,E,1.728,-0.819,N
F,44.96006324235313,E,-0.686,0.095,N
F,46.43697564900749,E,1.592,0.316,Y
F,46.738653161352275,F,-0.515,0.324,N
M,28.362014870029565,F,1.305,-0.297,Y
M,22.371442486686846,F,1.872,0.083,N
F,43.58648940632652,F,0.738,1.517,Y
M,36.544255799348825,F,1.036,0.533,N
F,42.02927946382191,F,0.272,0.303,N
M,26.672891250851983,E,0.968,-1.421,N
F,45.644144277543965,F,-0.281,-0.433,N
M,30.022550809452465,E,1.104,1.365,Y
F,42.82735586221118,F,1.124,-0.02,N
M,29.950725376202858,E,0.666,1.12,Y
M,29.479031032006272,E,1.214,-2.435,Y
M,31.17789905573438,E,0.973,0.637,N
M,31.39703012503946,E,1.534,-0.356,Y
F,41.575378878067006,E,0.273,0.614,Y
M,32.20001739697434,E,1.57,0.091,N
M,29.3040189632972,E,0.299,-0.049,Y
F,42.981117489120805,E,-1.346,-0.704,Y
M,33.304724411231796,E,1.987,0.349,N
F,44.912929086788616,E,-0.396,-1.685,Y
F,43.8616891103936,F,-0.135,0.236,N
F,44.16852344100063,F,0.186,1.172,Y
F,46.67209990513752,E,-0.128,-0.848,N
F,45.57843665108577,F,1.319,-0.22,N
M,32.14032952450156,E,0.015,0.319,N
M,24.224588132724946,F,2.168,0.274,N
M,33.57457612134351,F,-0.03,0.373,Y
M,29.733643000477684,E,1.139,0.272,N
F,46.75408019905262,F,0.787,-0.446,N
M,34.41884235624969,E,-0.122,-0.377,Y
F,49.33183797877479,F,0.779,0.661,N
F,40.65795701536218,E,0.726,-1.044,Y
F,48.21009054084166,F,0.91,-1.168,Y
M,30.83711641578394,E,0.261,0.223,N
F,48.26196081700027,E,0.131,-0.103,Y
M,25.008475556950398,E,1.037,0.533,N
M,26.866931505870888,E,0.603,-0.421,Y
F,45.81183921830754,E,0.632,-0.87,Y
M,27.155127096407313,E,0.431,-0.552,Y
M,28.77690877121071,E,0.482,-0.073,Y
M,34.45809280353579,F,1.387,-0.359,Y
M,37.05179668642861,F,0.205,-0.79,Y
M,29.400373873061802,E,1.538,0.29,Y
M,33.011963934840445,E,2.365,1.584,Y
F,45.53824938563993,E,-0.9,-1.076,Y
M,32.97217674773182,F,0.353,0.038,Y
F,46.68284370307435,F,0.774,-1.512,Y
M,26.082650804587946,E,0.466,0.007,Y
F,49.077542140606425,E,-0.009,-0.356,Y
F,42.286114326025825,E,0.61,0.604,N
F,40.88651625700365,E,1.07,0.096,N
M,33.789000279468084,E,1.009,1.536,Y
F,43.93541896855683,F,1.742,0.3,Y
M,32.662471620785105,F,0.394,1.221,N
M,31.718293924164218,E,0.895,0.788,Y
M,26.954765824278184,E,2.829,-0.088,N
M,24.93733489211005,F,1.162,0.612,N
M,35.55718849239058,E,1.348,-0.302,Y
M,32.193340950838845,F,0.847,-1.825,N
M,34.63425583729677,F,2.252,-0.272,Y
M,29.431617252337908,E,2.021,-0.116,Y
F,48.93310800821475,E,0.309,-0.526,Y
F,50.415620548004796,F,0.382,0.206,Y
M,29.212578642671485,E,1.554,-1.635,N
M,29.15048458823698,F,1.586,-0.172,Y
M,30.294212448411194,E,1.895,0.494,N
F,44.88121904750362,F,0.532,-0.648,Y
F,36.588272114051705,F,1.604,-0.782,Y
M,26.99294958924912,E,1.039,1.253,Y
M,30.88745959020974,E,0.448,-0.947,Y
M,30.92869988902468,E,0.663,2.071,N
M,30.811855778969388,F,1.043,0.653,N
M,29.046808225832343,E,0.669,0.577,Y
F,38.57018161177403,E,0.04,-1.934,Y
F,45.38909677525927,F,-0.798,0.761,N
F,45.67586439633287,E,-0.198,1.794,Y
M,27.130120066608512,E,1.256,-1.083,Y
F,46.115310896390916,E,-0.012,0.708,N
M,30.81067524647053,E,1.001,-1.541,Y
M,28.28991478805824,E,-0.322,-1.543,Y
F,44.60890993080529,F,-0.666,-0.669,Y
M,32.64690365487525,F,1.891,1.023,Y
F,45.92682334863793,F,0.393,1.419,Y
M,27.054758438666006,E,0.33,-0.913,Y
F,49.9557973895469,E,0.926,0.484,Y
M,33.67314593931991,E,0.506,-0.975,Y
M,27.417173993664886,E,0.579,0.219,N
F,42.72882147253551,F,0.806,0.154,Y
F,42.99708913272516,E,-0.02,-1.329,N
M,31.85195432333561,E,0.462,0.317,Y
M,32.14430432977687,E,0.384,-0.804,Y
F,46.862680907369324,F,-0.079,-0.774,Y
M,32.25267800790114,F,1.154,-0.023,Y
F,40.93680340823315,F,-0.095,-2.131,Y
F,43.226182623556184,F,-0.624,-0.001,Y
F,38.95556988847366,E,0.893,-0.146,N
F,47.649645630053605,F,0.021,0.376,Y
F,48.21198044070235,F,-0.805,-0.548,N
F,48.46368522246195,F,-1.161,-0.29,Y
M,28.734822816748096,E,-0.555,-0.22,N
