G,age,job,X1,X2,D
M,32.37530641254602,E,-0.45,0.824,Y
F,44.39423768403091,E,1.291,0.55,N
F,42.95929536577356,F,-0.234,0.55,N
M,28.64315768752063,F,0.569,2.341,Y
M,27.714196029354873,F,1.354,1.648,Y
M,26.804318553425286,E,0.749,-0.726,Y
M,28.368412724292256,F,1.084,0.321,Y
F,43.517458278845815,E,-1.11,0.282,Y
F,46.919651579213365,E,-0.241,-0.6,Y
F,45.93617410696036,F,0.495,0.446,Y
F,47.47014701000039,F,-0.065,1.717,N
F,48.85603158503473,E,-0.467,0.016,Y
M,27.67120863660121,F,1.843,-1.658,Y
M,28.177948822718676,F,0.539,-1.083,Y
M,30.00650666943683,E,0.586,-0.503,Y
F,43.49685547928973,E,-0.255,-0.648,N
F,41.10236776900882,F,-0.124,1.406,N
M,36.667050885156875,F,0.986,0.353,Y
M,31.114206048400824,E,0.998,1.123,Y
F,41.8709868300745,F,-0.664,-1.535,Y
F,46.33224566796359,E,-1.37,0.32,Y
F,43.77554606599198,E,-0.865,-0.206,Y
F,42.66023703620483,F,0.033,1.35,Y
F,46.98133138055569,E,1.314,0.624,Y
F,48.767900714279996,F,0.421,0.042,Y
M,31.86900024883759,F,0.309,-0.354,Y
M,32.96687321998818,E,0.419,-0.658,Y
M,24.7859760188691,E,1.092,-0.625,Y
F,47.959313458868245,F,-0.13,0.684,N
M,29.750590013246867,F,1.717,1.349,N
M,27.6851551716588,E,2.269,-0.68,Y
M,31.306398774931132,F,1.155,1.031,N
F,43.04786653452082,F,-0.132,0.371,N
M,28.133131874455135,F,1.73,2.303,N
F,44.117917990659606,E,-1.899,-0.882,N
F,44.53446838185464,E,-1.771,0.278,N
M,25.963392407632913,E,1.199,0.238,Y
M,29.61486486744861,E,1.328,-1.1,Y
M,34.04497329377837,F,2.189,-2.363,N
F,42.90707870914265,F,-0.375,2.5,N
F,47.095018353383495,E,0.776,-0.003,N
F,46.68259426697126,F,1.047,-0.576,Y
F,43.56074250248035,E,0.297,-0.955,N
M,28.413273122786705,F,1.421,-1.149,Y
F,50.76687387572901,E,1.612,0.225,Y
F,47.186435664132645,F,0.142,1.354,N
F,45.95699600676042,E,1.298,1.192,N
M,30.574149920006587,F,0.659,-1.045,Y
F,45.79021506796058,F,-0.162,0.425,N
M,26.045189965553067,F,1.028,-0.653,Y
F,44.86011540486208,F,-0.893,-0.917,N
F,44.6153749684261,E,1.196,-1.824,Y
F,46.6756673428925,F,0.339,0.694,N
F,40.116238279464035,E,-0.406,1.089,Y
F,43.72857003101619,E,2.465,1.135,N
M,29.79064653637176,E,1.631,0.843,Y
F,44.74124991857275,E,-0.078,-0.579,Y
F,40.51419436995388,F,0.714,-0.388,Y
M,25.672757374567063,E,1.241,-0.551,Y
M,29.71900340865492,E,-0.214,-1.995,Y
M,35.44289935586887,F,0.177,0.822,N
F,43.735692772250125,E,0.303,0.68,N
M,30.139216403112894,E,0.999,1.146,Y
F,47.1951702708352,F,0.324,-1.045,Y
F,44.9483854925465,F,0.618,-0.57,Y
M,29.124271172698478,E,1.051,0.575,N
M,30.963332502959187,E,1.723,-0.785,N
M,29.208263245129004,F,1.785,-0.518,Y
F,43.95229930528906,E,-2.327,0.272,Y
F,45.867935618027126,F,1.325,0.576,N
F,41.00839164521233,F,-0.298,1.756,N
F,44.26531576493369,F,-1.461,0.787,Y
F,45.05629174886316,F,-0.052,-0.801,Y
F,42.38090392126441,F,0.508,-1.331,Y
F,48.467181816191626,E,-1.03,-1.326,Y
M,30.77526364688913,E,1.016,0.772,N
F,49.75285115180311,F,1.11,-1.897,Y
F,40.482133071442206,F,0.052,0.918,N
M,31.844825276045636,E,0.959,-0.501,N
F,46.65551745573694,E,0.104,0.512,Y
F,50.642601329921796,F,-1.461,-0.234,Y
M,31.129669700504788,E,1.254,-1.973,Y
F,41.069123825551294,F,-0.924,-1.269,Y
M,28.117923886597133,E,1.239,0.542,Y
F,50.623617137240394,E,0.532,0.357,Y
F,42.09850206354521,F,-1.128,-2.772,N
F,49.95812593064331,F,-0.185,0.012,N
F,50.5353132786809,F,0.048,0.227,N
F,50.638796130205,F,1.855,1.523,N
M,27.69793904798356,F,0.926,-0.528,Y
F,46.38299101188203,E,-1.038,0.899,Y
M,26.07824190899641,F,1.355,0.916,Y
F,45.03685753664248,F,0.016,1.325,Y
M,30.018731983730724,F,1.35,-0.338,N
M,24.99654008419951,F,0.761,-0.219,Y
F,46.43774732391785,F,-0.802,0.18,Y
F,41.30479313593679,E,1.734,0.779,Y
F,45.71438658634978,F,-0.019,0.36,Y
F,43.407428722751185,F,0.762,0.636,N
F,43.526492340214865,F,-1.342,-0.095,Y
M,30.293387003156685,E,2.462,-0.151,Y
M,37.75724693608127,E,0.29,1.052,Y
F,46.98985933836204,F,-1.593,-0.892,Y
F,50.22975637515086,F,0.608,0.113,N
M,30.94962297341891,F,1.483,0.776,Y
F,45.97935619887164,E,0.159,-0.104,Y
M,27.898658916444433,E,0.023,-1.272,Y
F,40.091017441476964,F,-1.264,0.191,Y
M,28.725121328272383,F,-0.406,0.247,Y
F,39.92076046620293,F,1.955,-0.491,N
M,38.797351900253105,E,1.784,-0.045,N
F,41.65320388292192,F,1.069,-1.158,N
M,29.558613004468143,F,1.067,-1.838,N
F,44.619377217444026,F,-0.195,-1.476,N
F,45.32338298673685,F,0.304,1.888,N
M,32.75777801155325,F,1.342,1.22,N
M,34.68984742620406,E,1.857,0.725,Y
F,43.430698808551206,F,-0.523,-2.149,Y
F,48.266311608915146,E,-1.083,-1.909,Y
F,46.066732197313534,E,-1.938,0.836,Y
M,37.58512910697398,F,0.926,0.125,Y
M,30.388835480637017,F,0.12,1.151,Y
M,31.898818626345914,E,0.912,0.156,Y
M,27.661471930552047,E,1.707,-0.145,N
F,49.452230047976535,E,0.958,-1.049,Y
M,29.782252061817616,E,-0.189,-0.317,N
M,29.086528218173303,E,1.199,0.514,Y
F,45.185070136429474,F,0.841,-0.606,Y
F,47.404448268598514,F,-0.786,-1.099,N
M,27.659324123412464,E,-0.575,1.259,N
M,27.930721768968898,F,2.296,-0.168,Y
F,48.55487828449757,E,-0.497,-1.214,N
F,49.381514317414826,F,-0.714,1.316,Y
M,30.79119098289578,F,1.019,-0.279,Y
M,29.92253311404229,E,-0.057,0.631,Y
M,32.39536248723101,E,1.605,-1.172,N
F,49.0417933103227,F,-0.721,-0.504,Y
M,34.833363030286044,F,0.414,1.33,N
M,31.956025765319982,E,1.032,0.666,Y
M,31.59387499989644,E,-0.423,0.058,Y
M,29.113076031486944,F,1.272,0.061,Y
F,45.384705046966694,E,0.043,-1.584,N
M,27.835369258084082,E,0.329,0.951,N
F,47.51139913564404,E,-1.558,1.307,Y
M,29.8842312586617,E,1.787,-2.242,Y
F,42.79156104644318,F,1.405,0.575,N
M,24.142616283890558,E,0.679,-0.102,Y
M,30.80413463645825,F,1.287,0.158,Y
M,19.61777268713837,F,0.455,-1.234,N
F,46.2502276585402,E,0.49,-0.765,N
F,43.41393451725964,F,-0.361,-0.418,Y
M,32.055060223933886,E,0.443,-0.922,Y
M,26.43420867880335,F,-0.045,0.697,N
M,33.638511704633686,E,0.546,-0.846,Y
M,30.6019965519409,E,1.021,0.158,N
M,26.13193991361257,F,-0.302,0.874,Y
M,27.921184445723505,F,1.255,-0.34,Y
F,43.471549751433805,E,-0.16,-0.172,Y
M,28.533156162851036,E,1.793,2.309,N
F,49.383165951638865,F,-0.692,0.624,N
M,27.93756410810615,F,1.309,-0.333,Y
M,30.438245071815942,E,0.549,0.132,Y
F,46.20331608038023,F,0.982,-0.505,N
M,30.360516321193675,E,1.017,-0.999,Y
M,22.37648097156315,F,1.132,-0.91,N
F,47.806500128452946,F,-0.048,0.023,Y
F,50.23375141955547,E,-0.208,-1.282,N
F,43.988951977397875,E,0.283,-0.324,Y
F,40.57639638450351,E,-2.105,-0.623,N
F,46.45152826455281,F,-0.427,0.759,N
M,29.33537739261213,E,0.487,-1.697,Y
M,31.29490713219826,E,0.301,-0.329,Y
M,27.04556806894186,F,1.051,-0.989,Y
F,46.929916132863916,F,-0.582,1.845,N
M,29.930455431282827,E,0.202,0.655,Y
F,47.564640232776966,F,0.165,0.514,N
M,29.580356649667593,F,2.562,-0.712,N
M,28.124774222641367,E,0.413,-0.69,Y
M,30.28358272774122,E,1.089,0.271,Y
F,40.3222772659724,E,-2.022,0.295,Y
M,27.989460543331838,F,1.437,0.133,Y
F,44.39581631025945,F,-1.283,-0.278,N
F,37.17330308434376,E,0.483,-1.201,N
F,43.3170237087746,F,-2.545,-0.442,N
M,31.657489760443635,F,1.017,-1.358,Y
M,27.787992489515094,E,1.448,2.227,N
M,32.69715010827293,E,0.808,1.732,Y
F,43.449532810782365,E,0.283,0.165,Y
F,42.2116175853228,E,-0.263,0.624,Y
M,25.736556435228785,F,1.167,0.904,Y
F,44.89950488037167,E,-0.263,-0.749,N
F,49.1064377097569,F,0.382,-0.641,Y
F,43.90397412134954,F,-1.061,0.531,Y
M,28.163221776298457,F,1.63,1.135,N
F,45.023985747964325,F,0.279,-0.061,N
F,42.69917852076178,E,-2.955,1.556,Y
F,47.57471593318265,F,0.5,-1.111,Y
M,31.42970651168378,E,1.253,-0.909,Y
M,30.880696414605783,F,1.367,0.405,N
F,50.779891418084404,F,0.317,-1.298,N
M,28.35861332447582,E,1.121,-0.348,Y
F,42.18093517625053,E,2.003,-0.696,N
M,30.850577395690944,E,1.385,-1.787,N
F,41.94447927366525,F,-1.51,-0.387,Y
F,42.953756676782056,F,1.658,0.398,Y
M,30.921739919456808,E,1.29,0.382,Y
F,42.421068391387294,E,2.283,-0.975,N
F,40.65531722212907,E,-1.417,-0.234,N
F,37.45856778396614,E,1.067,-1.368,Y
F,41.4551748260295,E,-1.085,-0.255,Y
F,42.412495511392756,F,-0.944,-2.356,N
F,44.62607730955257,F,-0.777,0.354,Y
M,28.925420764719167,E,0.486,0.639,Y
F,46.41258847600401,E,1.138,-0.22,N
M,30.7793755679127,E,1.118,-1.569,Y
M,33.347381235057256,F,1.135,-0.441,N
F,44.28495260312542,F,1.61,0.818,N
F,40.773407320767305,F,1.141,-0.059,Y
F,38.11259429394234,F,-0.196,1.206,N
F,37.55643744586779,F,1.846,1.18,N
F,48.11991088857436,E,2.718,-0.344,Y
F,47.69653615496854,F,0.09,-0.474,N
M,26.670610131063142,F,0.667,-1.551,N
F,42.4304136733672,F,1.549,-0.345,Y
F,43.957541741658545,E,-0.094,0.836,N
F,41.34288845156498,F,-0.616,-0.802,Y
M,32.44631988614475,E,0.406,1.592,Y
M,32.98642175186163,E,-0.121,-1.571,Y
M,26.416348204023468,F,1.48,-1.046,N
F,46.01106902554006,F,-2.047,-1.235,Y
F,45.70869912640241,E,-1.04,-1.526,Y
M,23.7561965570957,E,1.458,0.8,N
F,42.021823916803946,F,-0.559,1.103,N
M,29.215405791836798,F,1.524,-0.105,Y
F,46.141986967907876,E,-0.621,1.472,N
F,47.825482548150156,F,-1.769,-1.768,Y
M,26.34169394073677,F,0.735,-1.185,N
F,43.1830558949443,E,0.528,-0.813,N
M,30.224264253006808,E,1.135,0.884,Y
M,29.304065134086454,E,1.12,0.943,Y
M,26.59159317672225,F,0.895,0.033,N
M,29.632708422521905,E,0.611,-0.241,Y
M,29.897416243354982,E,1.461,1.549,Y
F,43.419130025201255,F,0.147,0.647,Y
F,39.50643289233385,E,-0.853,-0.178,N
M,29.783525106262736,F,0.545,-2.789,N
F,42.3030386941754,F,-0.21,-0.001,N
M,28.289188159143272,F,0.912,0.46,Y
M,33.63928483675146,F,1.238,0.123,Y
M,29.455769402332248,F,1.159,1.546,N
F,45.42529957071329,F,1.966,0.379,N
M,28.21719466169231,E,0.953,-0.788,Y
F,43.73652452504392,F,0.486,0.793,Y
M,27.944074198025852,F,0.902,-1.517,Y
F,47.99331228453062,F,0.954,0.038,Y
M,36.1322121451693,E,1.773,-1.456,Y
F,43.20234860931714,F,0.119,0.534,Y
M,34.79834049727368,F,0.548,0.368,Y
F,43.013244093150824,E,-0.555,-1.159,N
F,42.021879737421344,F,-0.545,0.087,N
M,30.045549893543505,E,2.053,-0.547,Y
F,45.281357929229486,F,-0.744,0.066,N
M,29.263021106209926,E,1.522,2.199,N
F,45.940602447840504,F,0.307,0.234,N
M,33.90886402057227,E,-0.444,1.747,Y
F,45.457780976478084,F,-0.427,3.764,Y
F,42.69440294465106,F,-1.382,-0.942,Y
M,27.60872576696283,E,0.608,-0.085,N
F,48.75386217112771,E,-1.541,1.948,N
F,45.76357200765789,E,0.965,-0.288,Y
F,45.94362131909502,F,1.018,-0.154,Y
F,47.358586845746636,E,0.829,1.653,Y
M,36.911823441104744,E,0.534,1.332,Y
M,32.65622978484537,E,0.432,0.957,Y
M,32.38722932392083,F,0.265,-1.122,N
F,47.31694663117507,F,-0.199,-1.018,N
M,29.899204631584915,E,0.836,-0.734,Y
M,27.920266094071586,F,0.39,-1.388,Y
M,30.06269842535295,E,1.559,1.07,N
M,27.939586878196305,F,1.421,-0.684,N
F,43.480361242913126,F,0.028,-1.293,N
M,32.21089505841678,F,0.931,-0.125,Y
F,51.988939194037215,F,-1.713,0.5,N
M,24.350790113329257,F,1.541,0.924,Y
F,42.90329553462574,E,0.619,0.599,Y
F,41.27756341550373,F,-1.882,1.74,Y
M,27.933511489786838,F,-1.043,0.349,N
F,46.282208864392395,F,-0.302,-0.525,Y
F,42.91255877748425,E,0.638,-1.185,Y
F,42.63963804878028,F,1.129,0.273,Y
M,30.86792192675694,F,1.592,-1.628,N
M,35.10976398402212,E,2.316,0.265,Y
F,39.60511763173777,E,-1.347,-0.412,N
M,30.923241960650717,E,0.316,0.457,N
F,45.39746782181574,F,-0.818,-0.154,Y
M,27.7806504505373,F,-0.599,-1.901,N
F,45.6340333705324,E,1.191,1.496,N
M,30.951570675422598,E,0.427,-0.053,Y
M,32.82436582565463,E,1.022,-1.297,Y
M,26.038146908270924,F,0.857,-1.378,Y
F,42.00159095935668,E,2.25,-0.109,Y
F,47.44065010139406,E,-0.226,-1.137,Y
M,27.212273094901597,E,0.858,2.474,Y
M,26.77638320687906,F,0.704,-0.663,N
F,45.290938275815726,E,-1.751,-0.37,Y
M,27.515016173977212,E,2.622,-0.685,Y
M,32.90335846931142,E,0.463,-0.985,Y
M,27.605922589250326,F,1.256,-0.34,Y
F,44.82856199507013,E,0.245,-0.78,Y
F,48.45060718437406,F,-0.553,1.146,Y
M,26.309356239539344,E,1.62,1.242,N
F,43.843820282202174,F,-1.291,-1.15,Y
F,46.99933179937265,F,-1.504,-0.632,N
F,53.179798239111925,E,0.712,1.168,N
F,42.14620671655818,E,-1.045,-1.41,Y
F,44.68173347144756,F,-0.947,-0.569,N
F,45.137321947219775,F,1.069,-0.504,Y
M,28.094237021108096,E,1.188,1.495,N
F,42.624739122046165,F,-0.508,-0.759,Y
F,38.21189298670171,E,2.387,0.328,Y
M,25.842448535538733,E,1.227,1.11,Y
M,26.698106723803637,F,0.255,-0.383,Y
F,50.32690495685665,E,1.86,0.224,Y
F,42.04600111873047,E,1.813,-0.582,Y
F,43.9213129133775,E,0.626,0.097,Y
F,39.47999562619588,F,-0.766,-0.627,N
M,28.186254454027527,E,1.282,0.673,Y
F,43.87930871509791,F,0.387,0.066,Y
M,32.67505110998969,E,0.868,-0.129,N
M,29.952634772369603,F,1.298,-0.87,Y
M,33.40989932543642,F,1.631,0.889,Y
M,25.558661652528492,F,-0.001,-0.36,Y
F,43.10853121952919,F,-1.202,1.647,Y
M,32.41725470610001,F,2.585,-1.602,Y
F,44.18808137313506,E,1.156,0.863,Y
F,43.49814226970967,F,0.354,0.477,Y
F,46.09650225137243,F,-1.708,0.075,Y
M,29.855190387812367,F,2.091,-0.381,Y
M,31.00288554833849,E,1.679,-0.713,N
F,43.974855302890234,E,-0.087,0.694,N
F,36.12750010847854,F,0.751,-1.649,Y
M,32.85364121989061,E,1.672,1.474,Y
M,28.27789873135543,E,0.576,-0.025,Y
F,48.07150107337817,F,1.684,0.097,Y
F,46.441633710591816,F,-0.216,-0.166,Y
F,44.54687445969495,F,0.952,1.182,N
M,30.432155059847823,F,1.309,-0.611,Y
M,31.666072329153614,E,0.658,-1.54,Y
F,46.39442565511318,F,0.112,1.295,N
F,45.991695404190715,E,0.288,0.792,N
M,30.972105376270758,F,1.936,-0.481,N
M,28.21363682859303,F,1.769,0.805,Y
M,27.39794885913135,E,0.646,-0.214,Y
M,26.974712628622967,F,0.254,-1.721,N
M,27.075348497846154,F,0.051,-0.302,N
M,29.072256916116473,E,0.775,0.29,Y
F,48.60700612610126,F,-0.068,2.091,N
F,47.897428222860725,F,0.352,-1.958,N
F,44.780397886461785,F,-0.793,-0.806,N
M,26.567432941329958,F,-0.008,-0.392,N
F,46.342221448009205,F,0.341,1.65,Y
F,41.585978484014646,F,-0.556,1.097,Y
M,26.511908626547765,F,0.604,-0.016,N
M,34.474070686650535,E,-0.474,-0.009,Y
F,43.55924417808375,F,-0.368,0.561,N
F,49.5445333156483,F,-1.543,-0.709,Y
F,45.31309357874922,F,0.032,0.731,N
M,27.733146034315915,F,0.488,0.073,Y
F,40.41329097599284,F,-0.578,0.623,N
F,44.264880008578565,F,-0.002,0.486,Y
F,47.39125914869481,F,-1.072,0.455,N
F,45.32341565499996,F,0.634,-0.265,N
M,31.90404154839468,F,0.815,-1.151,Y
M,25.35611722252947,E,1.206,-0.984,Y
F,39.65487699000779,F,0.843,-0.3,N
F,41.98327817843289,F,0.794,2.263,Y
F,38.39231600102383,F,-0.069,1.127,Y
F,46.49457320340333,F,0.205,0.371,N
M,28.725639511999095,E,0.253,0.262,Y
M,30.002481581054035,E,-1.076,1.437,Y
F,44.56582825373649,E,-1.107,2.053,N
M,29.75165762966547,F,1.59,-0.011,Y
M,27.525676709987287,E,0.851,0.614,N
M,30.994440782817616,E,1.632,0.023,Y
F,48.10991352567538,F,0.107,-0.032,Y
M,25.853905564822302,E,2.99,-0.772,N
M,30.567345080297326,F,0.865,-0.518,N
F,43.27499571166779,E,-1.292,-0.306,N
M,26.118104117165824,E,1.434,1.321,N
F,41.5039301479824,F,0.273,-1.577,N
M,30.599002676801696,F,0.994,-0.317,Y
M,25.969404557482374,E,0.352,-0.149,Y
F,46.17022091825612,F,-0.381,-1.186,Y
M,29.716794313798328,F,1.304,0.144,Y
F,45.43863377814534,F,-0.557,0.764,N
F,44.39898635264949,F,0.045,-1.986,Y
F,42.38226257599883,E,0.313,-0.294,Y
M,29.335235677183334,F,0.145,0.848,Y
M,26.29540768489793,E,1.369,0.052,Y
M,35.757068302206676,F,-0.279,0.041,N
F,45.42756983897435,F,-1.708,-0.971,N
F,48.21646572021259,F,-1.008,-0.726,Y
F,42.54477073136367,F,0.23,-0.031,Y
F,42.07320211084892,F,-0.699,0.339,Y
F,46.16304627154156,F,0.629,-1.039,Y
F,44.57736802122036,E,1.479,0.26,Y
M,33.44787389056273,E,1.21,2.095,N
M,28.253737202363656,E,1.663,0.047,Y
M,29.45366979516331,F,1.469,1.283,N
M,36.92707826302563,F,1.781,-0.3,Y
M,30.214200527193253,F,0.889,0.541,N
F,45.18512079451391,E,-0.989,-0.145,Y
F,43.237867157436085,F,-0.55,0.466,N
M,22.14645952663734,F,-0.46,0.363,Y
F,41.005437145619325,E,-2.525,0.588,Y
F,42.06944353400108,F,-0.388,-1.555,Y
F,43.824324288024904,E,-0.256,0.027,Y
M,29.074486257556796,E,2.46,-1.072,Y
F,45.147430746410656,E,0.281,-0.118,Y
F,42.62339981051051,F,1.514,-0.463,Y
F,43.12554613462354,F,-1.547,0.347,Y
M,34.53484907111509,F,0.636,2.294,N
M,31.087898081781752,E,1.202,1.742,N
F,43.49603244213041,E,-0.716,0.072,N
M,30.957971646445444,F,1.103,0.599,Y
M,31.337071900337747,E,0.435,-0.784,Y
M,32.716774690863026,E,0.864,0.528,Y
M,32.905291108517616,E,1.52,0.032,Y
F,41.93355559480588,E,0.866,0.555,N
F,42.17975241324442,F,0.098,0.218,Y
M,27.64155046957518,E,-0.19,-0.455,Y
F,43.76963548081206,E,0.324,1.464,N
F,42.71116450891511,F,1.881,-0.68,Y
F,45.863055302722714,F,0.098,-0.097,N
F,46.75136252247737,E,-0.649,0.607,Y
M,33.77907206768839,E,0.476,1.374,N
M,29.57301094334747,E,0.664,0.252,Y
M,29.801205004856374,F,0.685,0.685,N
M,26.733088950481747,E,-0.068,0.289,Y
F,47.553630306055986,F,-0.051,-0.147,Y
F,46.26698073749759,F,0.35,0.222,Y
M,25.06023760066391,F,0.019,-0.049,N
M,29.20238339479433,F,1.118,-1.05,Y
F,42.63513989411038,E,1.402,-2.299,N
M,27.59641448601998,F,1.645,1.548,Y
F,37.07327315252846,F,-0.457,0.312,Y
M,30.779980337690283,F,0.496,1.001,Y
M,32.20124494203935,E,1.841,-1.753,N
F,47.543727633200206,E,-0.702,0.301,N
F,42.713824678530024,F,-0.164,-0.163,Y
F,50.855397371646724,E,-0.167,0.498,N
F,43.37718186220537,E,-0.223,-1.052,Y
F,51.02228947973757,E,0.789,1.58,Y
F,47.366932954718834,E,-1.782,-0.513,N
M,31.02345382700935,E,0.272,0.244,Y
F,44.088595095259016,F,1.55,-0.761,Y
M,32.427403787692846,F,0.148,-1.023,N
M,28.737368484589112,E,0.613,-1.527,Y
M,33.4177037552783,F,0.575,1.285,Y
M,28.041222770896802,F,-0.021,1.524,N
F,45.35003365906335,F,0.714,-1.416,Y
M,34.479341200742084,F,1.22,-0.888,N
M,28.730583578008343,E,0.724,1.072,Y
F,42.160426701678134,E,0.931,-0.757,Y
M,33.972446196354774,E,0.949,-1.276,Y
M,31.467605251205153,E,1.366,-0.087,Y
F,51.210668676266764,F,0.169,1.155,Y
M,24.103669518560864,F,1.473,-0.293,Y
M,31.392284481519578,F,1.31,0.183,Y
F,45.77593579237017,E,0.401,-0.182,Y
M,27.178933475080925,F,0.473,0.083,Y
F,44.259144931721366,F,0.188,-1.108,Y
M,33.06575823490822,F,0.988,2.345,Y
F,40.085158418251275,F,0.177,-0.13,Y
M,31.523712523781157,F,1.763,0.847,Y
F,48.490758288887626,F,-0.483,-0.087,Y
M,30.14458214447401,F,1.97,-0.217,N
F,43.9894914777813,F,-3.587,0.147,Y
F,44.41259548404051,F,1.685,0.635,Y
M,28.233040747068028,F,0.212,-0.269,N
F,45.866996699052926,F,-0.611,1.32,Y
F,49.83022489478537,E,0.425,-0.368,Y
F,35.39458862304972,E,-1.785,1.149,Y
F,43.28509215037706,F,-0.175,-1.144,Y
M,29.952457026655367,F,1.131,-0.494,Y
M,27.861843205724607,E,1.135,-0.229,Y
F,41.67602499336451,E,-0.655,0.298,Y
M,28.48619072012354,F,1.774,-0.926,Y
F,45.7345900118983,E,-1.42,0.909,Y
F,46.80286325809787,F,0.09,0.875,Y
F,53.24643469029531,E,-0.836,0.39,N
F,50.0036935963086,E,-1.396,1.008,N
F,43.52332844093777,F,-0.636,0.27,Y
M,33.09331492468026,F,0.762,0.478,Y
M,27.090808131743522,F,1.931,0.283,N
M,29.461300891389996,F,2.631,0.097,N
F,46.36010878410334,F,0.255,-1.306,Y
M,32.26245941966813,E,0.58,-0.767,N
M,31.450121158003235,F,1.087,0.163,Y
M,27.315457143563467,F,1.935,0.174,Y
F,49.5448745947086,E,1.088,-0.814,N
F,47.806459176886555,E,-1.407,-0.318,N
F,44.432523729022336,F,1.015,-0.523,Y
F,44.954334749692094,E,-0.455,-1.317,Y
M,33.99908291573889,F,-0.731,-0.26,N
M,20.779298253302734,E,0.48,-2.855,Y
M,31.392490542992448,E,0.919,0.295,Y
M,25.671365351146044,E,2.293,-2.21,Y
M,32.63534321156624,F,1.316,-1.2,Y
M,31.658584012473177,E,1.393,0.129,Y
F,45.94550256326597,F,1.096,-0.019,N
F,47.94247119556967,F,1.175,-2.287,Y
M,32.12176999769309,E,0.551,0.817,Y
F,48.09739876201296,F,0.957,-1.351,N
F,49.14198199347787,E,-0.15,0.7,Y
M,26.332979543621303,F,0.534,0.373,Y
M,27.21211877996068,E,1.329,-0.482,Y
M,28.21119154572036,F,0.809,0.864,N
F,48.13623815220211,F,0.396,0.813,Y
M,31.512928816255332,F,1.063,0.089,N
F,43.32686201984161,E,0.96,-0.313,Y
F,41.44415904861632,E,-0.294,3.039,N
F,46.0759331477558,F,-0.081,1.408,Y
M,27.3558128372377,E,0.863,0.227,N
F,49.52892327223668,F,0.709,-0.03,Y
F,47.55155435452597,F,0.79,0.74,Y
F,51.961201161679824,E,0.578,0.049,N
F,44.38671464733068,E,0.385,-0.425,Y
F,43.62066581034529,E,-0.484,0.13,Y
F,46.11557870223097,F,0.633,0.964,Y
F,42.399061984290555,F,1.185,-2.935,Y
M,30.703906742361383,E,0.135,-0.354,Y
F,44.93443895113134,F,0.64,1.284,N
F,45.46014736622992,E,-0.166,-0.856,Y
F,41.153243241056416,E,-0.275,1.872,N
M,30.29398381970144,E,0.677,0.973,Y
M,26.508150870798236,F,0.931,0.549,N
F,49.46354856502944,E,-0.795,-1.033,Y
M,28.047707201471102,F,0.052,1.325,Y
M,36.12314290803166,E,2.021,1.311,Y
F,48.97207186766973,E,1.451,0.52,N
M,21.215171611956556,E,0.646,-0.418,N
M,32.382234308176876,E,2.649,0.654,N
M,34.30698469617113,E,2.214,0.469,N
F,48.69490250804923,F,-1.121,0.856,N
M,27.34498208690151,E,-0.512,0.085,N
F,51.031316534899425,E,-1.437,-0.152,N
F,46.28965754457743,E,-1.262,-1.73,N
F,44.28641660312112,E,0.369,-1.088,Y
M,28.151971764279132,F,1.259,1.01,Y
M,30.254842415788488,E,0.909,-0.239,Y
M,35.176315989004166,E,1.341,0.875,N
M,34.24194625900893,F,0.474,1.39,Y
F,43.084963967934165,E,0.795,0.788,Y
M,26.69406033616156,E,-1.084,0.616,Y
F,49.3073890706536,F,0.028,0.522,N
F,44.15035136024958,E,0.524,1.441,N
M,29.766211870476944,E,1.604,-0.014,Y
F,46.68990295995444,F,-0.555,2.236,N
F,40.867493654191286,F,-0.992,0.418,N
M,32.96766013806016,E,1.763,1.079,Y
F,43.73686386786904,F,-0.236,-1.434,Y
M,31.436621505192342,F,0.249,0.702,Y
M,32.31547070662324,F,0.249,-0.027,Y
M,32.310097214739066,E,0.751,-0.062,N
M,28.224580936145788,F,1.004,1.042,Y
F,48.52297890994804,F,-0.238,1.261,Y
M,32.06393795640774,F,0.82,-0.874,Y
F,44.77260067827801,E,-0.6,0.319,N
M,32.87714471000842,E,2.019,0.293,Y
F,50.578260032992745,E,-1.226,-0.802,Y
M,31.339864637082012,F,0.015,1.157,N
F,42.88402768449028,E,0.379,-0.386,N
F,46.86267567742511,F,-0.882,-0.613,Y
F,38.94106188979718,E,1.955,0.402,Y
F,41.826014658670154,F,1.37,-0.399,N
F,48.15273977216263,E,-0.761,0.556,Y
M,32.62096092326882,F,1.291,-0.387,Y
F,47.25703190751807,F,0.387,-0.748,Y
F,46.38405322027113,E,-0.194,1.973,N
M,29.003114410007257,E,0.547,0.319,Y
F,44.595426214148986,F,-0.466,-1.097,Y
F,45.96729652653999,F,0.33,-0.809,N
M,37.86773760582766,E,1.248,-2.597,N
M,24.687132593698102,F,1.457,0.642,Y
F,49.426807845744285,F,-1.675,0.652,N
M,30.41605623085818,F,1.258,-1.567,Y
F,40.25577103417058,F,-0.351,-1.189,N
M,29.350222273068997,E,1.953,0.135,N
M,28.2163794553144,F,0.505,-0.159,Y
F,49.37172227702499,F,0.109,-1.104,N
F,40.23550609429753,E,-1.265,-0.387,N
F,44.5362283649999,E,0.692,-0.129,N
F,45.28948130194551,F,0.81,-0.061,Y
M,25.01526801950249,F,1.339,0.52,Y
M,31.2027281202696,F,2.526,-0.621,N
